lon,lat,height_above_datum
-156.5767649822227,71.35026038015077,0.5568955151312756
-156.57683793182844,71.35008253373829,-0.06696680448053116
-156.5834969191041,71.33408039490199,-0.3079417123723068
-156.58357093806444,71.33390259554005,-0.18709945239814227
-156.58364544876474,71.33372481725722,-0.12547300599617212
-156.5837202203371,71.33354704994768,-0.027849455861846558
-156.58379517953767,71.33336929088595,0.0680903957120724
-156.58387025423832,71.33319153630683,0.11735198001567368
-156.58394537098548,71.33301378384881,0.1648425662110082
-156.58402043680383,71.33283602919443,0.17177186788364965
-156.5840954473988,71.33265827185953,0.1691722121318967
-156.58417034565866,71.33248050999175,0.20136951611905948
-156.58424498332818,71.33230273725084,0.24910989045782136
-156.58431927654044,71.33212495005955,0.25947292852097975
-156.5843931900913,71.33194714678196,0.2608372535289252
-156.5844667138066,71.33176932674736,0.2567374569463453
-156.58453992888627,71.33159149379709,0.27387058648664997
-156.58461263641914,71.3314136395389,0.301658405364427
-156.58468479472918,71.33123576213114,0.3243199820484098
-156.5847568651527,71.33105788078666,0.40036589240011705
-156.5848291243807,71.33088000767403,0.479794475541005
-156.5849017727263,71.33070215088347,0.555549870357316
-156.58497493968923,71.33052431629893,0.6015995066480553
-156.58504867911904,71.33034650576381,0.6374412540554586
-156.5851233063171,71.33016873253088,0.7118839296758033
-156.58519893560288,71.32999100199551,0.8024136857015367
-156.5852752160306,71.32981329909055,0.8448204643205036
-156.58535184484617,71.32963561111846,0.8531489524182111
-156.585428669134,71.329457931092,0.9031279996407025
-156.5855055182119,71.32928025243055,0.9887863349058107
-156.5855822530272,71.32910256910851,1.0488718915541153
-156.58565862982778,71.32892487027603,1.1013045389395033
-156.58573444592332,71.32874714774232,1.15671146414489
-156.58580973379378,71.32856940291698,1.2277663277678341
-156.58588455238714,71.32839163867368,1.3092896838275594
-156.58595890363495,71.32821385410574,1.374238298954383
-156.586032811719,71.32803605073477,1.4247559645321264
-156.58610632352566,71.32785823116333,1.4941087654415632
-156.58617949311656,71.32768039694761,1.5921036684189354
-156.5862523682709,71.32750255036426,1.6664362579155738
-156.5863250517899,71.32732469555816,1.6910219250838732
-156.5863976607401,71.32714683738695,1.6917235675274147
-156.58647028442255,71.32696898035022,1.6745633369900714
-156.58654299850105,71.32679112695948,1.651867107254986
-156.58661585995287,71.32661327958586,1.648013004619486
-156.67742627929908,71.32916742588374,-0.2514180538351106
-156.58668898507574,71.32643544380653,1.663830838907541
-156.67749569126772,71.3289894455836,0.7098716223624019
-156.5867625163865,71.326257625132,1.7051853034479671
-156.67756522394086,71.32881147030233,1.6923493724926622
-156.58683636990065,71.32607981958019,1.7403008884616054
-156.6776356826781,71.32863353380141,2.0627106779637137
-156.58691042420253,71.32590202305158,1.7407723753577282
-156.58698464741133,71.32572423370728,1.7175143381651758
-156.58705901981284,71.32554645120776,1.689066690750153
-156.67785284219548,71.32809996631342,1.8670456134080604
-156.58713355517955,71.32536867487693,1.704999194584606
-156.67792744362464,71.32792220317972,1.7259488723373235
-156.58720816675884,71.32519090172985,1.702354041516106
-156.6780035285842,71.32774450211664,1.62073078241052
-156.58728259700894,71.32501312109285,1.6797296866689135
-156.67808097157342,71.32756685785736,1.4774071354613745
-156.5873570316843,71.32483534075764,1.6852045431598501
-156.67815837998717,71.32738921217249,1.3992092079035856
-156.58743180471424,71.32465757469022,1.6765152087073671
-156.67823531395192,71.32721154668363,1.378621306298253
-156.58750698015444,71.32447982559216,1.6773144218208427
-156.6783114481384,71.32703384777297,1.4396583923899833
-156.58758260914618,71.32430209584456,1.6942796669143083
-156.67838622852514,71.32685609225037,1.3762990804325266
-156.5876586512062,71.32412438359256,1.7168524554647457
-156.67846004912298,71.32667829662819,1.2070202615225492
-156.58773514810463,71.32394669073476,1.7198331015179715
-156.67853110853207,71.32650038551509,1.1331718313180137
-156.5878125241834,71.32376903514086,1.7204448133472223
-156.6786000855716,71.32632238732036,1.238626029300992
-156.58789046602982,71.32359140360127,1.76022610254906
-156.67866835554946,71.32614435961163,1.1923718219261557
